,influencer,title,author,subtitle,id_code,identifier_type,ISBN
2472,Emma Watson,Consider the Lobster and Other Essays,David Foster Wallace,,0316013323,ISBN,0316013323
2473,Emma Watson,Catching the Big Fish,David Lynch,"Meditation, Consciousness, and Creativity",1585425400,ISBN,1585425400
2474,Emma Watson,Quiet,Susan Cain,The Power of Introverts in a World That Can't Stop Talking,0307352153,ISBN,0307352153
2475,Emma Watson,Beyond Words,Carl Safina,What Animals Think and Feel,1250094593,ISBN,1250094593
2476,Emma Watson,Women Who Run with the Wolves,Clarissa Pinkola Estés,Myths and Stories of the Wild Woman Archetype,0345409876,ISBN,0345409876
2477,Emma Watson,The Remains of the Day,Kazuo Ishiguro,,B003VPWX6K,ASIN,
2478,Emma Watson,Love Letters to the Dead,Ava Dellaira,A Novel,1250062969,ISBN,1250062969
2479,Emma Watson,Siddhartha,Hermann Hesse,,1519150245,ISBN,1519150245
2480,Emma Watson,Tribe,Sebastian Junger,On Homecoming and Belonging,1455566381,ISBN,1455566381
2481,Emma Watson,East of Eden,John Steinbeck,,0140186395,ISBN,0140186395
2482,Emma Watson,Tiny Beautiful Things,Cheryl Strayed,Advice on Love and Life from Dear Sugar,0307949338,ISBN,0307949338
2483,Emma Watson,Man's Search for Meaning,Viktor E. Frankl,,https://www.amazon.com/dp/0807014273?tag=danpink.com-recommendedbooks-20,ISBN,
2484,Emma Watson,The Queen of the Tearling,Erika Johansen,A Novel,B00FVW7CVM,ASIN,
2485,Emma Watson,Pachinko,Min Jin Lee,,B01GZY28JA,ASIN,
2486,Emma Watson,All About Love,bell hooks,New Visions,0060959479,ISBN,0060959479
2487,Emma Watson,Wild,Cheryl Strayed,From Lost to Found on the Pacific Crest Trail,0307476073,ISBN,0307476073
2488,Emma Watson,The Opposite of Loneliness,Marina Keegan,Essays and Stories,B00DPM7RHY,ASIN,
2489,Emma Watson,Consider the Lobster and Other Essays,David Foster Wallace,,0316013323,ISBN,0316013323
2490,Emma Watson,Catching the Big Fish,David Lynch,"Meditation, Consciousness, and Creativity",1585425400,ISBN,1585425400
2491,Emma Watson,Quiet,Susan Cain,The Power of Introverts in a World That Can't Stop Talking,0307352153,ISBN,0307352153
2492,Emma Watson,Beyond Words,Carl Safina,What Animals Think and Feel,1250094593,ISBN,1250094593
2493,Emma Watson,Women Who Run with the Wolves,Clarissa Pinkola Estés,Myths and Stories of the Wild Woman Archetype,0345409876,ISBN,0345409876
2494,Emma Watson,The Remains of the Day,Kazuo Ishiguro,,B003VPWX6K,ASIN,
2495,Emma Watson,Love Letters to the Dead,Ava Dellaira,A Novel,1250062969,ISBN,1250062969
2496,Emma Watson,Siddhartha,Hermann Hesse,,1519150245,ISBN,1519150245
2497,Emma Watson,Tribe,Sebastian Junger,On Homecoming and Belonging,1455566381,ISBN,1455566381
2498,Emma Watson,East of Eden,John Steinbeck,,0140186395,ISBN,0140186395
2499,Emma Watson,Tiny Beautiful Things,Cheryl Strayed,Advice on Love and Life from Dear Sugar,0307949338,ISBN,0307949338
2500,Ryan Holiday,The Tiger,John Vaillant,A True Story of Vengeance and Survival,0307389049,ISBN,0307389049
2501,Ryan Holiday,The Fish That Ate the Whale,Rich Cohen,The Life and Times of America's Banana King,1250033314,ISBN,1250033314
2502,Ryan Holiday,The Book of Five Rings,Miyamoto Musashi,,1935785974,ISBN,1935785974
2503,Ryan Holiday,Letters to His Son on the Art of Becoming a Man of the World and a Gentleman,The Earl of Chesterfield,,1470081008,ISBN,1470081008
2504,Ryan Holiday,The New New Thing,Michael Lewis,A Silicon Valley Story,0393347818,ISBN,0393347818
2505,Ryan Holiday,Aeneid,Virgil,,1521558841,ISBN,1521558841
2506,Ryan Holiday,The Power Broker,Robert A. Caro,Robert Moses and the Fall of New York,0394720245,ISBN,0394720245
2507,Ryan Holiday,The War of Art,Steven Pressfield,Break Through the Blocks and Win Your Inner Creative Battles,https://www.amazon.com/dp/1936891026?tag=danpink.com-recommendedbooks-20,ISBN,
2508,Ryan Holiday,"The Lives of the Most Excellent Painters, Sculptors, and Architects",Giorgio Vasari,,0375760369,ISBN,0375760369
2509,Ryan Holiday,Here Comes Everybody,Clay Shirky,The Power of Organizing Without Organizations,0143114948,ISBN,0143114948
2510,Ryan Holiday,Sherman,B. H. Liddell Hart,"Soldier, Realist, American",0306805073,ISBN,0306805073
2511,Ryan Holiday,Sex on the Brain,Deborah Blum,The Biological Differences Between Men and Women,0140263489,ISBN,0140263489
2512,Ryan Holiday,Endurance,Alfred Lansing,Shackleton's Incredible Voyage,753277323X,ISBN,753277323X
2513,Ryan Holiday,Bird by Bird,Anne Lamott,Some Instructions on Writing and Life,0385480016,ISBN,0385480016
2514,Ryan Holiday,You Are Not a Gadget,Jaron Lanier,A Manifesto,0307389979,ISBN,0307389979
2515,Ryan Holiday,Letters from a Stoic,Lucius Annaeus Seneca,,B005NC0MGW,ASIN,
2516,Ryan Holiday,Asylum,William Seabrook,,0486798100,ISBN,0486798100
2517,Ryan Holiday,Hackers & Painters,Paul Graham,Big Ideas from the Computer Age,1449389554,ISBN,1449389554
2518,Ryan Holiday,Selected Epigrams,Martial,,0299301745,ISBN,0299301745
2519,Ryan Holiday,Titan,Ron Chernow,"The Life of John D. Rockefeller, Sr.",#,ISBN,
2520,Ryan Holiday,Fight Club,Chuck Palahniuk,A Novel,0393327345,ISBN,0393327345
2521,Ryan Holiday,Brave New War,John Robb,The Next Stage of Terrorism and the End of Globalization,0471780790,ISBN,0471780790
2522,Ryan Holiday,On War,Carl von Clausewitz,,1619491494,ISBN,1619491494
2523,Ryan Holiday,The River of Doubt,Candice Millard,Theodore Roosevelt's Darkest Journey,0767913736,ISBN,0767913736
2524,Ryan Holiday,The Moviegoer,Walker Percy,,0375701966,ISBN,0375701966
2525,Ryan Holiday,The Harder They Fall,Budd Schulberg,,1566631076,ISBN,1566631076
2526,Ryan Holiday,Rules for Radicals,Saul D. Alinsky,A Practical Primer for Realistic Radicals,0679721134,ISBN,0679721134
2527,Ryan Holiday,Mastery,Robert Greene,,014312417X,ISBN,014312417X
2528,Ryan Holiday,Letters from a Self-Made Merchant to His Son,George Horace Lorimer,,B003YHBET2,ASIN,
2529,Ryan Holiday,The Pirate's Dilemma,Matt Mason,How Youth Culture Is Reinventing Capitalism,141653220X,ISBN,141653220X
2530,Ryan Holiday,What Makes Sammy Run?,Budd Schulberg,,0679734228,ISBN,0679734228
2531,Ryan Holiday,The Moral Animal,Robert Wright,"Why We Are, the Way We Are: The New Science of Evolutionary Psychology",0679763996,ISBN,0679763996
2532,Ryan Holiday,The Autobiography of Malcolm X,Malcolm X,As Told to Alex Haley,0345350685,ISBN,0345350685
2533,Ryan Holiday,Fragments,Heraclitus,,B001R6OTNK,ASIN,
2534,Ryan Holiday,Founders at Work,Jessica Livingston,Stories of Startups' Early Days,1430210788,ISBN,1430210788
2535,Ryan Holiday,The Net Delusion,Evgeny Morozov,The Dark Side of Internet Freedom,1610391063,ISBN,1610391063
2536,Ryan Holiday,The 48 Laws of Power,Robert Greene,,0140280197,ISBN,0140280197
2537,Ryan Holiday,Man's Search for Meaning,Viktor E. Frankl,,https://www.amazon.com/dp/0807014273?tag=danpink.com-recommendedbooks-20,ISBN,
2538,Ryan Holiday,Essays and Aphorisms,Arthur Schopenhauer,,B002RI9K9K,ASIN,
2539,Ryan Holiday,Essays,Plutarch,,0140445641,ISBN,0140445641
2540,Ryan Holiday,The Cathedral & the Bazaar,Eric S. Raymond,Musings on Linux and Open Source by an Accidental Revolutionary,0596001088,ISBN,0596001088
2541,Ryan Holiday,Ulysses S. Grant,Brooks D. Simpson,,0760346968,ISBN,0760346968
2542,Ryan Holiday,Tough Jews,Rich Cohen,"Fathers, Sons, and Gangster Dreams",0375705473,ISBN,0375705473
2543,Ryan Holiday,Tiny Beautiful Things,Cheryl Strayed,Advice on Love and Life from Dear Sugar,0307949338,ISBN,0307949338
2544,Ryan Holiday,The Moral Sayings Of Publius Syrus,Publius Syrus,A Roman Slave (1855),1165074052,ISBN,1165074052
2545,Ryan Holiday,The Makers of Rome,Plutarch,Nine Lives,0140441581,ISBN,0140441581
2546,Ryan Holiday,Shadow Divers,Robert Kurson,The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,0375760989,ISBN,0375760989
2547,Ryan Holiday,Plutarch's Lives Volume 1,Plutarch,,0375756760,ISBN,0375756760
2548,Ryan Holiday,History of the Peloponnesian War,Thucydides,,0140440399,ISBN,0140440399
2549,Ryan Holiday,Edison,Matthew Josephson,A Biography,0471548065,ISBN,0471548065
2550,Ryan Holiday,The Strategy Paradox,Michael E. Raynor,Why Committing to Success Leads to Failure (And What to do About It),0385516223,ISBN,0385516223
2551,Ryan Holiday,The 33 Strategies of War,Robert Greene,,0143112783,ISBN,0143112783
2552,Ryan Holiday,The Score Takes Care of Itself,Bill Walsh,My Philosophy of Leadership,1591843472,ISBN,1591843472
2553,Ryan Holiday,The Epic of Gilgamesh,Anonymous,,014044100X,ISBN,014044100X
2554,Ryan Holiday,The Apprenticeship of Duddy Kravitz,Mordecai Richler,,0671028472,ISBN,0671028472
2555,Ryan Holiday,Plutarch's Lives Volume 2,Plutarch,,0375756779,ISBN,0375756779
2556,Ryan Holiday,My Bondage and My Freedom,Frederick Douglass,,0140439188,ISBN,0140439188
2557,Ryan Holiday,Candide,Voltaire,,0486266893,ISBN,0486266893
2558,Ryan Holiday,Average Is Over,Tyler Cowen,Powering America Beyond the Age of the Great Stagnation,0525953736,ISBN,0525953736
2559,Ryan Holiday,No Hiding Place,William Seabrook,An Autobiography,B000N5RB0O,ASIN,
2560,Ryan Holiday,The Prince,Niccolò Machiavelli,,0486272745,ISBN,0486272745
2561,Ryan Holiday,My Life and Battles,Jack Johnson,,0275999645,ISBN,0275999645
2562,Ryan Holiday,Fahrenheit 451,Ray Bradbury,A Novel,1451673310,ISBN,1451673310
2563,Ryan Holiday,Totto-Chan,Tetsuko Kuroyanagi,The Little Girl at the Window,4770020678,ISBN,4770020678
2564,Ryan Holiday,On Sparta,Plutarch,,0140449434,ISBN,0140449434
2565,Ryan Holiday,Hamlet,William Shakespeare,,142092253X,ISBN,142092253X
2566,Ryan Holiday,Boyd,Robert Coram,The Fighter Pilot Who Changed the Art of War,0316796883,ISBN,0316796883
2567,Ryan Holiday,Wikinomics,Don Tapscott,How Mass Collaboration Changes Everything,1591843677,ISBN,1591843677
2568,Ryan Holiday,Up from Slavery,Booker T. Washington,,0486287386,ISBN,0486287386
2569,Ryan Holiday,The Rise of Theodore Roosevelt,Edmund Morris,,0375756787,ISBN,0375756787
2570,Ryan Holiday,Sixteen Satires,Juvenal,,0140447040,ISBN,0140447040
2571,Ryan Holiday,Reveille for Radicals,Saul D. Alinsky,,0679721126,ISBN,0679721126
2572,Ryan Holiday,Meditations,Marcus Aurelius,,1719129274,ISBN,1719129274
2573,Ryan Holiday,How to Live,Sarah Bakewell,Or A Life of Montaigne in One Question and Twenty Attempts at an Answer,1590514831,ISBN,1590514831
2574,Keith Rabois,The Model Thinker,Scott E. Page,What You Need to Know to Make Data Work for You,B07B8D3V9V,ASIN,
2575,Keith Rabois,Amusing Ourselves to Death,Neil Postman,Public Discourse in the Age of Show Business,014303653X,ISBN,014303653X
2576,Keith Rabois,The pmarca Blog Archives,Marc Andreessen,,https://a16z.com/2015/01/09/pmarca-blog-ebook/?tag=mostrecommendedbooks-20,ISBN,
2577,Keith Rabois,Creative Selection,Ken Kocienda,Inside Apple's Design Process During the Golden Age of Steve Jobs,1250194466,ISBN,1250194466
2578,Keith Rabois,The Method Method,Eric Ryan,Seven Obsessions That Helped Our Scrappy Start-up Turn an Industry Upside Down,1591843995,ISBN,1591843995
2579,Keith Rabois,On Intelligence,Jeff Hawkins,How a New Understanding of the Brain Will Lead to the Creation of Truly Intelligent Machines,0805078533,ISBN,0805078533
2580,Keith Rabois,The Book of Why,Judea Pearl,The New Science of Cause and Effect,046509760X,ISBN,046509760X
2581,Keith Rabois,How Not to Be Wrong,Jordan Ellenberg,The Power of Mathematical Thinking,0143127535,ISBN,0143127535
2582,Keith Rabois,Viral Loop,Adam L. Penenberg,"From Facebook to Twitter, How Today's Smartest Businesses Grow Themselves",1401323499,ISBN,1401323499
2583,Keith Rabois,The 80/20 Principle and 92 Other Powerful Laws of Nature,Richard Koch,The Science of Success,1857886119,ISBN,1857886119
2584,Keith Rabois,An Elegant Defense,Matt Richtel,The Extraordinary New Science of the Immune System: A Tale in Four Lives,B07C66KJC1,ASIN,
2585,Keith Rabois,The Checklist Manifesto,Atul Gawande,How to Get Things Right,0312430000,ISBN,0312430000
2586,Keith Rabois,Who Is Michael Ovitz?,Michael Ovitz,,B07B2HS77M,ASIN,
2587,Keith Rabois,High Growth Handbook,Elad Gil,,B07DRPGGQ7,ASIN,
2588,Keith Rabois,Trade-Off,Kevin Maney,"Why Some Things Catch On, and Others Don't",0385525958,ISBN,0385525958
2589,Keith Rabois,Quirky,Melissa A Schilling,"The Remarkable Story of the Traits, Foibles, and Genius of Breakthrough Innovators Who Changed the World",B072JT4CGQ,ASIN,
2590,Keith Rabois,Naked Statistics,Charles Wheelan,Stripping the Dread from the Data,039334777X,ISBN,039334777X
2591,Keith Rabois,In the Company of Giants,Rama Dev Jager,Candid Conversations with the Visionaries of the Digital World,B000FA5MEY,ASIN,
2592,Keith Rabois,Range,David J. Epstein,Why Generalists Triumph in a Specialized World,https://www.amazon.com/dp/B07H1ZYWTM?tag=danpink.com-recommendedbooks-20,ISBN,
2593,Keith Rabois,The Little Kingdom,Michael Moritz,The Private Story of Apple Computer,0688039731,ISBN,0688039731
2594,Keith Rabois,The Curse of the Mogul,Jonathan A. Knee,What's Wrong with the World's Leading Media Companies,1591843901,ISBN,1591843901
2595,Keith Rabois,Behind the Cloud,Marc Benioff,The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-and Revolutionized an Industry,0470521163,ISBN,0470521163
2596,Keith Rabois,7 Powers,Hamilton Helmer,The Foundations of Business Strategy,0998116319,ISBN,0998116319
2597,Keith Rabois,Troublemakers,Leslie Berlin,Silicon Valley's Coming of Age,1451651503,ISBN,1451651503
2598,Keith Rabois,The Score Takes Care of Itself,Bill Walsh,My Philosophy of Leadership,1591843472,ISBN,1591843472
2599,Keith Rabois,The Hard Thing About Hard Things,Ben Horowitz,Building a Business When There Are No Easy Answers,0062273205,ISBN,0062273205
2600,Keith Rabois,High Output Management,Andrew S. Grove,,0679762884,ISBN,0679762884
2601,Keith Rabois,Go To,Steve Lohr,,0465042260,ISBN,0465042260
2602,Keith Rabois,The Organized Mind,Daniel J. Levitin,Thinking Straight in the Age of Information Overload,B00G3L6KOA,ASIN,
2603,Keith Rabois,Spent,Geoffrey Miller,"Sex, Evolution, and Consumer Behavior",0143117238,ISBN,0143117238
2604,Keith Rabois,The Success Equation,Michael J. Mauboussin,"Untangling Skill and Luck in Business, Sports, and Investing",1422184234,ISBN,1422184234
2605,Keith Rabois,The City in History,Lewis Mumford,"Its Origins, Its Transformations, and Its Prospects",0156180359,ISBN,0156180359
2606,Keith Rabois,Architects of the Web,Robert H. Reid,"1,000 Days that Built the Future of Business",0471171875,ISBN,0471171875
2607,Keith Rabois,Radical Uncertainty,John Kay,Decision-Making Beyond the Numbers,1324004770,ISBN,1324004770
2608,Keith Rabois,Swimming Across,Andrew S. Grove,A Memoir,0446529923,ISBN,0446529923
2609,Keith Rabois,Insanely Simple,Ken Segall,The Obsession That Drives Apple's Success,1591846218,ISBN,1591846218
2610,Keith Rabois,Hackers & Painters,Paul Graham,Big Ideas from the Computer Age,1449389554,ISBN,1449389554
2611,Keith Rabois,Cultural Strategy,Douglas Holt,Using Innovative Ideologies to Build Breakthrough Brands,0199655855,ISBN,0199655855
2612,Keith Rabois,Becoming Steve Jobs,Brent Schlender,The Evolution of a Reckless Upstart into a Visionary Leader,0385347421,ISBN,0385347421
2613,Keith Rabois,The Monk and the Riddle,Randy Komisar,The Art of Creating a Life While Making a Living,1578516447,ISBN,1578516447
2614,Keith Rabois,The Vision of the Anointed,Thomas Sowell,Self-Congratulation as a Basis for Social Policy,046508995X,ISBN,046508995X
2615,Keith Rabois,The Splendid and the Vile,Erik Larson,"A Saga of Churchill, Family, and Defiance During the Blitz",0593172078,ISBN,0593172078
2616,Keith Rabois,Return to the Little Kingdom,Michael Moritz,Steve Jobs and the Creation of Apple,1590204018,ISBN,1590204018
2617,Keith Rabois,Deep Medicine,Eric Topol,How Artificial Intelligence Can Make Healthcare Human Again,B07FMHFGLT,ASIN,
2618,Keith Rabois,Sapiens,Yuval Noah Harari,A Brief History of Humankind,0062316117,ISBN,0062316117
2619,Keith Rabois,Why We Sleep,Matthew Walker,Unlocking the Power of Sleep and Dreams,B06ZZ1YGJ5,ASIN,
2620,Keith Rabois,Talent Wins,Ram Charan,The New Playbook for Putting People First,B073WGJC22,ASIN,
2621,Keith Rabois,Churchill,Andrew Roberts,Walking with Destiny,B079R3VH13,ASIN,
2622,Keith Rabois,Warfighting,U. S. Marine Corps,,1602060592,ISBN,1602060592
2623,Keith Rabois,The Art of the Start,Guy Kawasaki,"The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",1591840562,ISBN,1591840562
2624,Keith Rabois,World War 3.0,Ken Auletta,Microsoft and Its Enemies,0375503668,ISBN,0375503668
2625,Keith Rabois,The Innovator's Solution,Clayton M. Christensen,Creating and Sustaining Successful Growth,1422196577,ISBN,1422196577
2626,Keith Rabois,Loonshots,Safi Bahcall,"How to Nurture the Crazy Ideas That Win Wars, Cure Diseases, and Transform Industries",B07D2BKVQR,ASIN,
2627,Keith Rabois,Powerful,Patty McCord,,1939714095,ISBN,1939714095
2628,Keith Rabois,1944,Jay Winik,FDR and the Year That Changed History,B00P434HS4,ASIN,
2629,Keith Rabois,The Upside of Stress,Kelly McGonigal,"Why Stress Is Good for You, and How to Get Good at It",1583335617,ISBN,1583335617
2630,Keith Rabois,The Intel Trinity,Michael S. Malone,"How Robert Noyce, Gordon Moore, and Andy Grove Built the World's Most Important Company",0062226762,ISBN,0062226762
2631,Keith Rabois,Steve Jobs & the Next Big Thing,Randall E. Stross,,0689121350,ISBN,0689121350
2632,Keith Rabois,Revolution in The Valley,Andy Hertzfeld,The Insanely Great Story of How the Mac Was Made,1449316247,ISBN,1449316247
2633,Keith Rabois,Googled,Ken Auletta,The End of the World As We Know It,0143118048,ISBN,0143118048
2634,Keith Rabois,Drawing Life,David Gelernter,Surviving the Unabomber,0684839121,ISBN,0684839121
2635,Keith Rabois,The Search,John Battelle,How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,1591840880,ISBN,1591840880
2636,Keith Rabois,White,Bret Easton Ellis,,B07GD6SX5C,ASIN,
2637,Keith Rabois,The Breakthrough,Charles Graeber,Immunotherapy and the Race to Cure Cancer,B07B8DHDJL,ASIN,
2638,Keith Rabois,How Google Works,Eric Schmidt,,1455582344,ISBN,1455582344
2639,Keith Rabois,Andy Grove,Richard S. Tedlow,The Life and Times of an American,1591841399,ISBN,1591841399
2640,Keith Rabois,Rocket Men,Robert Kurson,The Daring Odyssey of Apollo 8 and the Astronauts Who Made Man's First Journey to the Moon,B073QYYY55,ASIN,
2641,Keith Rabois,Predictably Irrational,Dan Ariely,The Hidden Forces That Shape Our Decisions,0061353248,ISBN,0061353248
2642,Keith Rabois,The New New Thing,Michael Lewis,A Silicon Valley Story,0393347818,ISBN,0393347818
2643,Keith Rabois,Get Back in the Box,Douglas Rushkoff,How Being Great at What You Do Is Great for Business,0060758708,ISBN,0060758708
2644,Keith Rabois,Zero to One,Peter Thiel,"Notes on Startups, or How to Build the Future",0804139296,ISBN,0804139296
2645,Keith Rabois,Planet Google,Randall Stross,One Company's Audacious Plan to Organize Everything We Know,1416546960,ISBN,1416546960
2646,Richard Branson,Originals,Adam Grant,How Non-Conformists Move the World,014312885X,ISBN,014312885X
2647,Richard Branson,Limitless,Ajaz Ahmed,Leadership that Endures,0091955432,ISBN,0091955432
2648,Richard Branson,Shantaram,Gregory David Roberts,A Novel,0312330537,ISBN,0312330537
2649,Richard Branson,One Hundred & One Reasons To Get Out of Bed,Natasha Milne,,B018KEU9GW,ASIN,
2650,Richard Branson,Winners,Alastair Campbell,,1605988804,ISBN,1605988804
2651,Richard Branson,A Time for New Dreams,Ben Okri,,1788549635,ISBN,1788549635
2652,Richard Branson,Black Box Thinking,Matthew Syed,The Surprising Truth About Success,B00PW634YQ,ASIN,
2653,Richard Branson,Sapiens,Yuval Noah Harari,A Brief History of Humankind,0062316117,ISBN,0062316117
2654,Richard Branson,Abundance,Peter H. Diamandis,The Future Is Better Than You Think,1451614217,ISBN,1451614217
2655,Richard Branson,The World Without Us,Alan Weisman,,0312427905,ISBN,0312427905
2656,Richard Branson,Longitude,Dava Sobel,The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,080271529X,ISBN,080271529X
2657,Richard Branson,Travels with Charley,John Steinbeck,In Search of America,0143107003,ISBN,0143107003
2658,Richard Branson,Start with Why,Simon Sinek,How Great Leaders Inspire Everyone to Take Action,1591846447,ISBN,1591846447
2659,Richard Branson,Mao,Jung Chang,The Unknown Story,B005MHHREI,ASIN,
2660,Richard Branson,Happiness,Matthieu Ricard,A Guide to Developing Life's Most Important Skill,B000SEUSXW,ASIN,
2661,Richard Branson,One Hundred Years of Solitude,Gabriel Garcia Marquez,,0060883286,ISBN,0060883286
2662,Richard Branson,If I Could Tell You Just One Thing...,Richard Reed,Encounters with Remarkable People and Their Most Valuable Advice,B07B1LQ46G,ASIN,
2663,Richard Branson,The Outermost House,Henry Beston,A Year of Life On The Great Beach of Cape Cod,080507368X,ISBN,080507368X
2664,Richard Branson,"Oh, the Places You'll Go!",Dr. Seuss,,B00ESF285S,ASIN,
2665,Richard Branson,No Future Without Forgiveness,Desmond Tutu,,0385496907,ISBN,0385496907
2666,Richard Branson,Dice Man,Luke Rhinehart,A Novel,B07MXDHN9V,ASIN,
2667,Richard Branson,Cosmos,Carl Sagan,,B004W0HZN4,ASIN,
2668,Richard Branson,Little Wins,Paul Lindley,The Huge Power of Thinking Like a Toddler,0241977940,ISBN,0241977940
2669,Richard Branson,Treasure Island,Robert Louis Stevenson,,B0751DLZ7F,ASIN,
2670,Richard Branson,The Meaning of the 21st Century,James Martin,,1573223239,ISBN,1573223239
2671,Richard Branson,The Hitchhiker's Guide to the Galaxy,Douglas Adams,,0345418913,ISBN,0345418913
2672,Richard Branson,Mountains Beyond Mountains,Tracy Kidder,"The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",0375506160,ISBN,0375506160
2673,Richard Branson,Mandela's Way,Richard Stengel,Lessons for an Uncertain Age,0525573577,ISBN,0525573577
2674,Richard Branson,1984,George Orwell,,0451524934,ISBN,0451524934
2675,Richard Branson,The Right Stuff,Tom Wolfe,,0312427565,ISBN,0312427565
2676,Richard Branson,The Overview Effect,Frank White,Space Exploration and Human Evolution,162410262X,ISBN,162410262X
2677,Richard Branson,Remote,Jason Fried,Office Not Required,B00C0ALZ0W,ASIN,
2678,Richard Branson,In the Heart of the Sea,Nathaniel Philbrick,The Tragedy of the Whaleship Essex,B000OZ0NWQ,ASIN,
2679,Richard Branson,I Know Why the Caged Bird Sings,Maya Angelou,,0812980026,ISBN,0812980026
2680,Richard Branson,An Inconvenient Truth,Al Gore,The Planetary Emergency of Global Warming and What We Can Do About It,1594865671,ISBN,1594865671
2681,Richard Branson,Obama,Mark Greenberg,"The Historic Presidency of Barack Obama - 2,920 Days",1454926392,ISBN,1454926392
2682,Richard Branson,In Patagonia,Bruce Chatwin,,0142437190,ISBN,0142437190
2683,Richard Branson,Ending the War on Drugs,Various,,0753557460,ISBN,0753557460
2684,Richard Branson,A Full Life,Jimmy Carter,Reflections at Ninety,1501115642,ISBN,1501115642
2685,Richard Branson,Twenty Thousand Leagues Under the Sea,Jules Verne,,B01KUGTMQG,ASIN,
2686,Richard Branson,The Weather Makers,Tim Flannery,How Man Is Changing the Climate and What It Means for Life on Earth,0802142923,ISBN,0802142923
2687,Richard Branson,The Quiet American,Graham Greene,,B07CMCJ4ZP,ASIN,
2688,Richard Branson,Into Thin Air,Jon Krakauer,A Personal Account of the Mt. Everest Disaster,0385494785,ISBN,0385494785
2689,Richard Branson,In-N-Out Burger,Stacy Perman,A Behind-the-Counter Look at the Fast-Food Chain That Breaks All the Rules,0061346721,ISBN,0061346721
2690,Richard Branson,Great Expectations,Charles Dickens,,1512308846,ISBN,1512308846
2691,Richard Branson,Where the Wild Things Are,Maurice Sendak,,0060254920,ISBN,0060254920
2692,Richard Branson,Self Belief,Jamal Edwards,The Vision,0753555395,ISBN,0753555395
2693,Richard Branson,Peter Pan,J. M. Barrie,,1978311273,ISBN,1978311273
2694,Richard Branson,Just Mercy,Bryan Stevenson,A Story of Justice and Redemption,081298496X,ISBN,081298496X
2695,Richard Branson,Fast Food Nation,Eric Schlosser,The Dark Side of the All-American Meal,0547750331,ISBN,0547750331
2696,Richard Branson,"Big World, Small Planet",Johan Rockström,,B014KVPSWY,ASIN,
2697,Richard Branson,Arctica,Sebastian Copeland,The Vanishing North,3832732810,ISBN,3832732810
2698,Richard Branson,The Jungle Book,Rudyard Kipling,The Original Illustrated 1894 Edition,1947844679,ISBN,1947844679
2699,Richard Branson,Tales of the Unexpected,Roald Dahl,,0679729895,ISBN,0679729895
2700,Richard Branson,Lean In,Sheryl Sandberg,"Women, Work, and the Will to Lead",B009LMTDL0,ASIN,
2701,Richard Branson,Jurassic Park,Michael Crichton,A Novel,B007UH4D3G,ASIN,
2702,Richard Branson,In Defense of Food,Michael Pollan,An Eater's Manifesto,B000VMFDR2,ASIN,
2703,Richard Branson,Homo Deus,Yuval Noah Harari,A Brief History of Tomorrow,0062464345,ISBN,0062464345
2704,Richard Branson,George's Marvelous Medicine,Roald Dahl,,0142410357,ISBN,0142410357
2705,Richard Branson,Adventures of Huckleberry Finn,Mark Twain,,https://www.amazon.com/dp/0486280616?tag=danpink.com-recommendedbooks-20,ISBN,
2706,Richard Branson,A Brief History of Time,Stephen Hawking,None,B07KKHLKWW,ASIN,
2707,Richard Branson,Wild Swans,Jung Chang,Three Daughters of China,0743246985,ISBN,0743246985
2708,Richard Branson,The Hobbit,J.R.R. Tolkien,,0618260307,ISBN,0618260307
2709,Richard Branson,The Adventures of Tom Sawyer,Mark Twain,,B00GZGU274,ASIN,
2710,Richard Branson,Swallows and Amazons,Arthur Ransome,,087923573X,ISBN,087923573X
2711,Richard Branson,Stalingrad,Antony Beevor,The Fateful Siege: 1942-1943,0140284583,ISBN,0140284583
2712,Richard Branson,Necker,Russell James,A Virgin Island,3832797947,ISBN,3832797947
2713,Richard Branson,Lost Ocean,Johanna Basford,An Inky Adventure and Coloring Book for Adults,0143108999,ISBN,0143108999
2714,Richard Branson,Long Walk to Freedom,Nelson Mandela,The Autobiography of Nelson Mandela,0316323543,ISBN,0316323543
2715,Richard Branson,Dear Stranger,Various,,B00WHC1918,ASIN,
2716,Marc Andreessen,"Private Truths, Public Lies",Timur Kuran,The Social Consequences of Preference Falsification,0674707583,ISBN,0674707583
2717,Marc Andreessen,Poor Charlie's Almanack,Charles T. Munger,The Wit and Wisdom of Charles T. Munger,1578645018,ISBN,1578645018
2718,Marc Andreessen,The Courage to Be Disliked,Ichiro Kishimi,The Japanese Phenomenon That Shows You How to Change Your Life and Achieve Real Happiness,1501197274,ISBN,1501197274
2719,Marc Andreessen,Behave,Robert M. Sapolsky,The Biology of Humans at Our Best and Worst,B01IAUGC5S,ASIN,
2720,Marc Andreessen,Can't Hurt Me,David Goggins,Master Your Mind and Defy the Odds,1544512287,ISBN,1544512287
