,influencer,title,author_x,subtitle,id_code,identifier_type,author_y,title_en,title_pt,isbn_pt,img_amz
1566,Hugh Jackman,This Is Water,David Foster Wallace,"Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",316068225,ISBN,David Foster Wallace,This Is Water,,,https://images-na.ssl-images-amazon.com/images/I/61btXEq7ycL.jpg
1567,Hugh Jackman,The 4-Hour Body,Tim Ferriss,"An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",91939526,ISBN,Tim Ferriss,The 4-Hour Body,4 horas para o corpo,8580572134,"https://images-na.ssl-images-amazon.com/images/I/51YoEyCkM4L._SX388_BO1,204,203,200_.jpg"
1568,Hugh Jackman,The Second Mountain,David Brooks,The Quest for a Moral Life,812993268,ISBN,David Brooks,The Second Mountain,A segunda montanha,8550811629,https://images-na.ssl-images-amazon.com/images/I/81LaD4PAiCL.jpg
1569,Ellen DeGeneres,The Cheese Trap,Neal D Barnard,"How Breaking a Surprising Addiction Will Help You Lose Weight, Gain Energy, and Get Healthy",1455594687,ISBN,Neal D Barnard,The Cheese Trap,,,"https://images-na.ssl-images-amazon.com/images/I/41Fg27RllcL._SX329_BO1,204,203,200_.jpg"
1570,James Cameron,The Cheese Trap,Neal D Barnard,"How Breaking a Surprising Addiction Will Help You Lose Weight, Gain Energy, and Get Healthy",1455594687,ISBN,Neal D Barnard,The Cheese Trap,,,"https://images-na.ssl-images-amazon.com/images/I/41Fg27RllcL._SX329_BO1,204,203,200_.jpg"
1571,Ellen DeGeneres,The Promise of a Pencil,Adam Braun,How an Ordinary Person Can Create Extraordinary Change,1476730636,ISBN,Adam Braun,The Promise of a Pencil,,9781476730639,"https://images-na.ssl-images-amazon.com/images/I/515Yr7yPVBL._SX326_BO1,204,203,200_.jpg"
1572,Ellen DeGeneres,Food Is the Solution,Matthew Prescott,What to Eat to Save the World,1250144450,ISBN,Matthew Prescott,Food Is the Solution,,,https://images-na.ssl-images-amazon.com/images/I/91p7BZYdyHL.jpg
1573,Ellen DeGeneres,The Life and Love of Trees,Lewis Blackwell,,1452186391,ISBN,Lewis Blackwell,The Life and Love of Trees,,,https://images-na.ssl-images-amazon.com/images/I/61C4NMDmVQL.jpg
1574,Ellen DeGeneres,The Book of Joy,Dalai Lama,Lasting Happiness in a Changing World,399185046,ISBN,Dalai Lama,The Book of Joy,Contentamento,8525061867,"https://images-na.ssl-images-amazon.com/images/I/41jziUit+zL._SY344_BO1,204,203,200_.jpg"
1575,Jennifer Lawrence,"Raise High the Roof Beam, Carpenters and Seymour",J. D. Salinger,An Introduction,316769517,ISBN,J. D. Salinger,"Raise High the Roof Beam, Carpenters and Seymour","Erguei bem alto a viga, carpinteiros & Seymour",,https://m.media-amazon.com/images/I/41DOsvyms3L.jpg
1576,Jennifer Lawrence,The Rum Diary,Hunter S. Thompson,A Novel,684856476,ISBN,Hunter S. Thompson,The Rum Diary,Rum Diário de Um Jornalista Bêbado,8576161087,"https://images-na.ssl-images-amazon.com/images/I/41W7EczpymL._SX342_BO1,204,203,200_.jpg"
1577,Jennifer Lawrence,The Other Boleyn Girl,Philippa Gregory,,743227441,ISBN,Philippa Gregory,The Other Boleyn Girl,A Outra Rainha,8501088021,"https://images-na.ssl-images-amazon.com/images/I/61+I0+KWGDL._SX335_BO1,204,203,200_.jpg"
1578,Gary Vaynerchuk,The Search,John Battelle,How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,1591840880,ISBN,John Battelle,The Search,A Busca,8535218041,"https://images-na.ssl-images-amazon.com/images/I/41xo6DMld3L._SX287_BO1,204,203,200_.jpg"
1579,Travis Kalanick,Alexander Hamilton,Ron Chernow,,143034758,ISBN,Ron Chernow,Alexander Hamilton,,,https://m.media-amazon.com/images/I/41JYqOed3rL._SY346_.jpg
1580,Reed Hastings,Beyond Entrepreneurship,Jim Collins,Turning Your Business into an Enduring Great Company,133815269,ISBN,Jim Collins,Beyond Entrepreneurship,,,https://images-na.ssl-images-amazon.com/images/I/911-oWq+psL.jpg
1581,Reed Hastings,Powerful,Patty McCord,,1939714095,ISBN,Patty McCord,Powerful,Powerful,8557173504,"https://images-na.ssl-images-amazon.com/images/I/41LWjV6uu3L._SX334_BO1,204,203,200_.jpg"
1582,LeBron James,The Alchemist,Paulo Coelho,,62315005,ISBN,Paulo Coelho,The Alchemist,O alquimista,8584390677,"https://images-na.ssl-images-amazon.com/images/I/518xLXpGAWL._SX329_BO1,204,203,200_.jpg"
1583,Will Smith,The Alchemist,Paulo Coelho,,62315005,ISBN,Paulo Coelho,The Alchemist,O alquimista,8584390677,"https://images-na.ssl-images-amazon.com/images/I/518xLXpGAWL._SX329_BO1,204,203,200_.jpg"
1584,LeBron James,Leadership,Doris Kearns Goodwin,In Turbulent Times,1476795924,ISBN,Doris Kearns Goodwin,Leadership,Liderança em tempos de crise,8501118516,https://m.media-amazon.com/images/P/B08668M94K.01._SCLZZZZZZZ_SX500_.jpg
1585,LeBron James,Living with a SEAL,Jesse Itzler,31 Days Training with the Toughest Man on the Planet,1455534684,ISBN,Jesse Itzler,Living with a SEAL,,,https://m.media-amazon.com/images/I/51EAJroqoWL.jpg
1586,James Cameron,The China Study,T. Colin Campbell,"The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss, and Long-Term Health",1941631568,ISBN,T. Colin Campbell,The China Study,,,https://m.media-amazon.com/images/I/41039lS43pL._SY346_.jpg
1587,James Cameron,The Forks Over Knives Plan,Alona Pulde M.D.,"How to Transition to the Life-Saving, Whole-Food, Plant-Based Diet",1476753296,ISBN,Alona Pulde M.D.,The Forks Over Knives Plan,,,"https://images-na.ssl-images-amazon.com/images/I/51fKu28zdBL._SX402_BO1,204,203,200_.jpg"
1588,Bernie Sanders,Third World America,Arianna Huffington,How Our Politicians Are Abandoning the Middle Class and Betraying the American Dream,307719960,ISBN,Arianna Huffington,Third World America,A Terceira Medida do Sucesso,,https://m.media-amazon.com/images/I/41hXkUfWNfL.jpg
1589,Bernie Sanders,Rebooting the American Dream,Thom Hartmann,11 Ways to Rebuild Our Country,1609940296,ISBN,Thom Hartmann,Rebooting the American Dream,,,https://m.media-amazon.com/images/I/51RK0MunJoL._SY346_.jpg
1590,Bernie Sanders,The Millionaire Next Door,Thomas J. Stanley,The Surprising Secrets of America's Wealthy,1589795474,ISBN,Thomas J. Stanley,The Millionaire Next Door,O milionário mora ao lado,8520409571,https://images-na.ssl-images-amazon.com/images/I/614FomBoHeL.jpg
1591,Will Smith,Rich Dad Poor Dad,Robert T. Kiyosaki,What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,1612680194,ISBN,Robert T. Kiyosaki,Rich Dad Poor Dad,"Pai rico, pai pobre",8550801488,"https://images-na.ssl-images-amazon.com/images/I/51VKbEh8uSL._SX356_BO1,204,203,200_.jpg"
1592,Dwayne Johnson,Pimp,Iceberg Slim,The Story of My Life,1451617135,ISBN,Iceberg Slim,Pimp,,,https://m.media-amazon.com/images/I/41ngH20HVRL.jpg
1593,Dave Chappelle,Pimp,Iceberg Slim,The Story of My Life,1451617135,ISBN,Iceberg Slim,Pimp,,,https://m.media-amazon.com/images/I/41ngH20HVRL.jpg
1594,Donald Glover,Future Shock,Alvin Toffler,,553277375,ISBN,Alvin Toffler,Future Shock,O Choque Do Futuro,850102659X,"https://images-na.ssl-images-amazon.com/images/I/51+6YXo8uIL._SX339_BO1,204,203,200_.jpg"
1595,Donald Glover,Extremely Loud and Incredibly Close,Jonathan Safran Foer,,618711651,ISBN,Jonathan Safran Foer,Extremely Loud and Incredibly Close,Extremamente Alto & Incrivelmente Perto,8532520561,"https://images-na.ssl-images-amazon.com/images/I/51nnZ4QSvvL._SX331_BO1,204,203,200_.jpg"
1596,David Lynch,The Srimad Devi Bhagavatam,-,,8121505917,ISBN,-,The Srimad Devi Bhagavatam,Srimad Bhagavatam,1733927212,"https://images-na.ssl-images-amazon.com/images/I/51EMLpWC-RL._SX384_BO1,204,203,200_.jpg"
1597,Dave Chappelle,Black Is the New White,Paul Mooney,,1416587969,ISBN,Paul Mooney,Black Is the New White,,,https://images-na.ssl-images-amazon.com/images/I/610ElI7Z8-L.jpg
1598,Dave Chappelle,Narrative of the Life of Frederick Douglass,Frederick Douglass,,486284999,ISBN,Frederick Douglass,Narrative of the Life of Frederick Douglass,Narrativa da vida de Frederick Douglass,8582851359,"https://images-na.ssl-images-amazon.com/images/I/41+vUR-90WL._SX323_BO1,204,203,200_.jpg"
1599,Rick Rubin,"Wherever You Go, There You Are",Jon Kabat-Zinn,Mindfulness Meditation In Everyday Life,1401307787,ISBN,Jon Kabat-Zinn,"Wherever You Go, There You Are","Aonde quer que você vá, é você que está lá",8543109337,"https://images-na.ssl-images-amazon.com/images/I/41RwMYo-4BL._SX346_BO1,204,203,200_.jpg"
1600,Brian Cox,Life Ascending,Nick Lane,The Ten Great Inventions of Evolution,393338665,ISBN,Nick Lane,Life Ascending,A Emergência da Vida,8531414105,https://images-na.ssl-images-amazon.com/images/I/71Ky0lTMrKL.jpg
1601,Brian Cox,Empire of the Clouds,James Hamilton-Paterson,When Britain's Aircraft Ruled the World,571247954,ISBN,James Hamilton-Paterson,Empire of the Clouds,,,https://images-na.ssl-images-amazon.com/images/I/81y2ZFpQfSL.jpg
1602,Bob Dylan,Last Train to Memphis,Peter Guralnick,The Rise of Elvis Presley,316332259,ISBN,Peter Guralnick,Last Train to Memphis,,,https://m.media-amazon.com/images/I/51-thyNaWaL.jpg
1603,Bob Dylan,Bound for Glory,Woody Guthrie,"The Hard-Driving, Truth-Telling, Autobiography of America's Great Poet-Folk Singer",452264456,ISBN,Woody Guthrie,Bound for Glory,,,https://images-na.ssl-images-amazon.com/images/I/71ZZhhSjpSL.jpg
1604,Arnold Schwarzenegger,The Churchill Factor,Boris Johnson,How One Man Made History,1594633983,ISBN,Boris Johnson,The Churchill Factor,O fator Churchill,8542217802,"https://images-na.ssl-images-amazon.com/images/I/41TQ0C7t4yL._SX345_BO1,204,203,200_.jpg"
1605,Arnold Schwarzenegger,Free to Choose,Milton Friedman,A Personal Statement,156334607,ISBN,Milton Friedman,Free to Choose,Livre para escolher,8501103667,"https://images-na.ssl-images-amazon.com/images/I/61Tr1adQQIL._SX333_BO1,204,203,200_.jpg"
1606,Arnold Schwarzenegger,California,Kevin Starr,A History,081297753X,ISBN,Kevin Starr,California,,,https://images-na.ssl-images-amazon.com/images/I/81olUQMDpFL.jpg
1607,KhloÃ© Kardashian,Black ButterFly,Robert M. Drake,,986262749,ISBN,Robert M. Drake,Black ButterFly,,,https://m.media-amazon.com/images/I/51BXzCTuN8L._SY346_.jpg
1608,KhloÃ© Kardashian,Only Love is Real,Brian Weiss,,446672653,ISBN,Brian Weiss,Only Love is Real,Só o amor é real,,https://m.media-amazon.com/images/I/41zLAOLKBIL.jpg
1609,Keanu Reeves,Kinski Uncut,Klaus Kinski,The Autobiography of Klaus Kinski,670867446,ISBN,Klaus Kinski,Kinski Uncut,,,https://images-na.ssl-images-amazon.com/images/I/51BFEB6DR3L.jpg
1610,Keanu Reeves,Molecular Gastronomy,HervÃƒÂ© This,Exploring the Science of Flavor,231133138,ISBN,HervÃƒÂ© This,Molecular Gastronomy,Cozinha,8573599154,"https://images-na.ssl-images-amazon.com/images/I/51RYJFB0qvL._SX349_BO1,204,203,200_.jpg"
1611,Jimmy Fallon,The Monster at the End of This Book,Jon Stone,,307010856,ISBN,Jon Stone,The Monster at the End of This Book,,,https://images-na.ssl-images-amazon.com/images/I/91cozTNpbIL.jpg
1612,John Green,The Last Summer of Reason,Tahar Djaout,,1886913501,ISBN,Tahar Djaout,The Last Summer of Reason,,,"https://images-na.ssl-images-amazon.com/images/I/514CLqkCYPL._SX311_BO1,204,203,200_.jpg"
1613,John Green,Will You Miss Me When I'm Gone?,Mark Zwonitzer,The Carter Family & Their Legacy in American Music,074324382X,ISBN,Mark Zwonitzer,Will You Miss Me When I'm Gone?,,,https://images-na.ssl-images-amazon.com/images/I/81gc0xIGWxL.jpg
1614,John Green,The Optimist's Daughter,Eudora Welty,,067972883X,ISBN,Eudora Welty,The Optimist's Daughter,,,"https://images-na.ssl-images-amazon.com/images/I/41v6U+FtVDL._SY344_BO1,204,203,200_.jpg"
1615,John Green,This Blinding Absence of Light,Tahar Ben Jelloun,,1565847237,ISBN,Tahar Ben Jelloun,This Blinding Absence of Light,Felicidade conjugal,8528616746,"https://images-na.ssl-images-amazon.com/images/I/51oIWjaTJQL._SX343_BO1,204,203,200_.jpg"
1616,John Green,Death Comes for the Archbishop,Willa Cather,,679413197,ISBN,Willa Cather,Death Comes for the Archbishop,A Morte Vem Buscar O Arcebispo,857030188X,https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/338b35d464765e9cb5e3f35207add984ed4d0b53.jpg
1617,John Green,The Enormous Room,E. E. Cummings,,1521177023,ISBN,E. E. Cummings,The Enormous Room,,,https://images.penguinrandomhouse.com/cover/9780141181240
1618,John Green,Show Way,Jacqueline Woodson,,399237496,ISBN,Jacqueline Woodson,Show Way,,,"https://images-na.ssl-images-amazon.com/images/I/61XnTLJX6tL._SX392_BO1,204,203,200_.jpg"
1619,John Green,The Golden Rule,Ilene Cooper,,081090960X,ISBN,Ilene Cooper,The Golden Rule,,,https://images-na.ssl-images-amazon.com/images/I/61s5A6uFI0L.jpg
1620,John Green,Fly on the Wall,E. Lockhart,How One Girl Saw Everything,385902999,ISBN,E. Lockhart,Fly on the Wall,,,https://images-na.ssl-images-amazon.com/images/I/81iSIvUsA4L.jpg
1621,John Green,Boy Proof,Cecil Castellucci,,763627968,ISBN,Cecil Castellucci,Boy Proof,,,"https://images-na.ssl-images-amazon.com/images/I/41fQEN3S9FL._SX334_BO1,204,203,200_.jpg"
1622,John Green,Thirsty,M.T. Anderson,,076362750X,ISBN,M.T. Anderson,Thirsty,,,https://images-na.ssl-images-amazon.com/images/I/A125Oyp4IcL.jpg
1623,John Green,"The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume I",M.T. Anderson,The Pox Party,763636797,ISBN,M.T. Anderson,"The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume I",,,https://images-na.ssl-images-amazon.com/images/I/9187uvliu6L.jpg
1624,John Green,The Unthinkable Thoughts of Jacob Green,Joshua Braff,,986417521,ISBN,Joshua Braff,The Unthinkable Thoughts of Jacob Green,,,https://images-na.ssl-images-amazon.com/images/I/4131I9x08tL.jpg
1625,John Green,One of Us,Alice Domurat Dreger,,674012941,ISBN,Alice Domurat Dreger,One of Us,,674018257,"https://images-na.ssl-images-amazon.com/images/I/21XKNM6M4WL._BO1,204,203,200_.jpg"
1626,John Green,The Man Who Couldn't Stop,David Adam,OCD and the True Story of a Life Lost in Thought,1250083184,ISBN,David Adam,The Man Who Couldn't Stop,O homem que não conseguia parar,8539006782,https://m.media-amazon.com/images/P/B00YR1BQ2Y.01._SCLZZZZZZZ_SX500_.jpg
1627,John Green,The Water Will Come,Jeff Goodell,"Rising Seas, Sinking Cities, and the Remaking of the Civilized World",031626024X,ISBN,Jeff Goodell,The Water Will Come,,,https://images-na.ssl-images-amazon.com/images/I/51y3gzbLrXL.jpg
1628,John Green,City of Thorns,Ben Rawlence,,184627589X,ISBN,Ben Rawlence,City of Thorns,,,https://m.media-amazon.com/images/I/51lP25F5STL._SY346_.jpg
1629,John Green,"City of Light, City of Poison",Holly Tucker,"Murder, Magic, and the First Police Chief of Paris",393239780,ISBN,Holly Tucker,"City of Light, City of Poison",,,https://images-na.ssl-images-amazon.com/images/I/814bdRTzqvL.jpg
1630,John Green,Counting Descent,Clint Smith,,193891211X,ISBN,Clint Smith,Counting Descent,,,"https://images-na.ssl-images-amazon.com/images/I/41JEkMhkREL._SX312_BO1,204,203,200_.jpg"
1631,John Green,Calling a Wolf a Wolf,Kaveh Akbar,,1938584678,ISBN,Kaveh Akbar,Calling a Wolf a Wolf,,,https://images-na.ssl-images-amazon.com/images/I/91-iJKQLryL.jpg
1632,John Green,The King Is Always Above the People,Daniel AlarcÃƒÂ³n,Stories,1594631727,ISBN,Daniel Alarcón,The King Is Always Above the People,,,"https://images-na.ssl-images-amazon.com/images/I/41uDBYuRl4L._SX323_BO1,204,203,200_.jpg"
1633,John Green,Little Fires Everywhere,Celeste Ng,,735224293,ISBN,Celeste Ng,Little Fires Everywhere,Pequenos Incêndios por Toda Parte,8551003127,"https://images-na.ssl-images-amazon.com/images/I/41qnFpSnKzL._SX373_BO1,204,203,200_.jpg"
1634,John Green,Piecing Me Together,RenÃƒÂ©e Watson,,1681191059,ISBN,RenÃƒÂ©e Watson,Piecing Me Together,,,"https://images-na.ssl-images-amazon.com/images/I/51GS82hA0CL._SX316_BO1,204,203,200_.jpg"
1635,John Green,We Are Okay,Nina LaCour,,525425896,ISBN,Nina LaCour,We Are Okay,Estamos bem,8592783348,"https://images-na.ssl-images-amazon.com/images/I/5125Syccj2L._SX327_BO1,204,203,200_.jpg"
1636,John Green,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,,1442408928,ISBN,Benjamin Alire Saenz,Aristotle and Dante Discover the Secrets of the Universe,Aristóteles e Dante descobrem os segredos do universo,8565765350,https://m.media-amazon.com/images/I/51pbO2Ohi-L.jpg
1637,John Green,The Inexplicable Logic of My Life,Benjamin Alire Saenz,,544586506,ISBN,Benjamin Alire Saenz,The Inexplicable Logic of My Life,A lógica inexplicável da minha vida,8555340446,"https://images-na.ssl-images-amazon.com/images/I/61gfbHYSDuL._SX346_BO1,204,203,200_.jpg"
1638,John Green,Space Struck,Paige Lewis,,1946448443,ISBN,Paige Lewis,Space Struck,,,https://images-na.ssl-images-amazon.com/images/I/81mxsVpQyrL.jpg
1639,John Green,Ordinary Beast,Nicole Sealey,Poems,62688812,ISBN,Nicole Sealey,Ordinary Beast,,,https://images-na.ssl-images-amazon.com/images/I/31-9Jy4jlJL.jpg
1640,John Green,I Am Still Alive,Kate Alice Marshall,,425290980,ISBN,Kate Alice Marshall,I Am Still Alive,,,https://m.media-amazon.com/images/I/51QumJTQ-WL._SY346_.jpg
1641,John Green,The General in His Labyrinth,Gabriel Garcia Marquez,,1400034701,ISBN,Gabriel Garcia Marquez,The General in His Labyrinth,O general em seu labirinto,8501035394,https://m.media-amazon.com/images/I/517r+z+uvnL.jpg
1642,John Green,The Cholera Years,Charles E. Rosenberg,"The United States in 1832, 1849, and 1866",226726770,ISBN,Charles E. Rosenberg,The Cholera Years,,,"https://images-na.ssl-images-amazon.com/images/I/41q+B3fKf4L._SY344_BO1,204,203,200_.jpg"
1643,John Green,Why Fish Don't Exist,Lulu Miller,"A Story of Loss, Love, and the Hidden Order of Life",1501160346,ISBN,Lulu Miller,Why Fish Don't Exist,,,https://m.media-amazon.com/images/I/51t5xX+Wt6L._SY346_.jpg
1644,John Green,You Are an Artist,Sarah Urist Green,Assignments to Spark Creation,143134094,ISBN,Sarah Urist Green,You Are an Artist,,,https://m.media-amazon.com/images/I/51Yfr5UKI4L._SX260_.jpg
1645,John Green,My Wife Said You May Want to Marry Me,Jason B. Rosenthal,A Memoir,62940619,ISBN,Jason B. Rosenthal,My Wife Said You May Want to Marry Me,,,https://images-na.ssl-images-amazon.com/images/I/71CswePcBZL.jpg
1646,John Green,A Beautifully Foolish Endeavor,Hank Green,A Novel,152474347X,ISBN,Hank Green,A Beautifully Foolish Endeavor,Uma coisa absolutamente fantástica,,https://m.media-amazon.com/images/I/51+qLA8xQbL.jpg
1647,Guillermo del Toro,Printer's Error,Rebecca Romney,Irreverent Stories from Book History,62412329,ISBN,Rebecca Romney,Printer's Error,,,https://images-na.ssl-images-amazon.com/images/I/51GEZbjHRPL.jpg
1648,George Bush,The Stranger,Albert Camus,,679720200,ISBN,Albert Camus,The Stranger,O estrangeiro,8501014869,https://images-na.ssl-images-amazon.com/images/I/91Sb5HdDL3L.jpg
1649,Elizabeth Warren,Talking to Strangers,Malcolm Gladwell,What We Should Know about the People We Don't Know,316478520,ISBN,Malcolm Gladwell,Talking to Strangers,Falando com estranhos,8543108950,"https://images-na.ssl-images-amazon.com/images/I/416JsFzk-uL._SX346_BO1,204,203,200_.jpg"
1650,Elizabeth Warren,Sense and Sensibility,Jane Austen,,1909621692,ISBN,Jane Austen,Sense and Sensibility,Razão e sensibilidade,8544001858,https://m.media-amazon.com/images/P/B08563NWVY.01._SCLZZZZZZZ_SX500_.jpg
1651,Bill Clinton,Beyond Charlottesville,Terry McAuliffe,Taking a Stand Against White Nationalism,1250245885,ISBN,Terry McAuliffe,Beyond Charlottesville,,,"https://images-na.ssl-images-amazon.com/images/I/41y1m-eTb9L._SX322_BO1,204,203,200_.jpg"
1652,Amy Winehouse,Carter Beats the Devil,Glen David Gold,,786886323,ISBN,Glen David Gold,Carter Beats the Devil,,,https://m.media-amazon.com/images/I/51xuUJWQUNL._SY346_.jpg
